23.0,231.0
8.0,214.0
2561
4661
215,200,0,24
215,202,0,24
215,204,0,24
215,206,0,24
215,208,0,24
215,210,0,24
215,212,1,18
183,164,1,13
135,134,1,59
135,134,1,48
167,148,1,26
183,164,1,9
215,200,0,8
215,202,0,8
215,204,0,8
215,206,0,8
215,208,0,8
215,210,0,8
215,212,1,6
215,196,1,33
215,196,1,70
135,134,1,12
135,134,1,44
135,134,1,40
183,164,1,12
199,180,1,19
151,150,1,20
135,134,1,12
183,164,1,6
135,134,1,6
151,132,1,12
151,132,1,12
151,150,1,16
183,164,1,13
183,164,1,13
151,132,1,12
135,134,1,12
135,134,1,2
135,134,1,4
135,134,1,44
135,134,1,36
135,134,1,35
135,134,1,59
135,134,1,48
135,134,1,35
135,134,1,40
135,134,1,34
167,148,1,26
135,134,1,12
135,134,1,15
183,164,1,9
151,132,1,12
135,134,1,6
183,164,1,9
151,150,1,16
135,134,1,2
151,150,1,20
183,164,1,6
183,164,1,12
135,134,1,4
135,134,1,14
199,180,1,19
215,200,0,8
215,202,0,8
215,204,0,8
215,206,0,8
215,208,0,8
215,210,0,8
215,212,1,6
215,196,1,33
183,164,1,6
199,180,1,19
183,164,1,13
135,134,1,36
135,134,1,35
119,118,1,1794
135,134,1,35
135,134,1,34
183,164,1,9
183,164,1,6
199,180,1,19
215,200,0,8
215,202,0,8
215,204,0,8
215,206,0,8
215,208,0,8
215,210,0,8
215,212,1,6
215,196,1,13
215,196,1,13
199,188,0,102
199,190,0,102
199,192,0,102
199,194,0,102
199,196,1,102
215,198,1,44
215,196,1,6
167,148,1,48
151,132,1,43
135,116,1,21
135,116,1,40
135,116,1,52
151,132,1,17
199,188,0,50
199,190,0,50
199,192,0,50
199,194,0,50
199,196,1,50
215,196,1,3
215,198,1,18
199,180,1,200
167,148,1,12
199,180,1,70
103,84,1,12
135,116,1,12
135,116,1,12
135,116,1,66
135,116,1,12
167,148,1,12
119,100,1,18
135,116,1,61
167,148,1,24
167,148,1,48
151,132,1,13
151,132,1,43
135,116,1,13
135,116,1,21
135,116,1,40
135,116,1,34
135,116,1,52
135,116,1,47
103,84,1,12
135,116,1,12
151,132,1,17
151,132,1,9
167,148,1,12
71,70,1,7714
135,116,1,61
135,116,1,66
167,148,1,12
135,116,1,12
87,86,1,6168
151,132,1,12
199,188,0,50
199,190,0,50
199,192,0,50
199,194,0,50
199,196,1,50
215,196,1,3
215,198,1,18
199,180,1,70
167,148,1,12
167,148,1,24
151,132,1,13
135,116,1,13
135,116,1,34
103,102,1,3792
135,116,1,47
135,116,1,12
151,132,1,9
167,148,1,12
199,188,0,50
199,190,0,50
199,192,0,50
199,194,0,50
199,196,1,50
215,196,1,14
215,198,1,28
183,180,1,258
199,180,1,32
199,182,1,252
199,184,0,224
199,186,0,162
151,132,1,150
119,100,1,368
151,132,1,109
183,180,1,134
199,180,1,15
199,182,1,130
199,184,0,133
199,186,0,90
183,164,1,264
135,116,1,34
103,84,1,106
135,116,1,12
151,132,1,12
183,164,1,78
135,116,1,42
135,116,1,18
103,84,1,26
135,116,1,12
135,116,1,42
135,116,1,12
135,116,1,34
135,116,1,18
103,84,1,115
87,68,1,34
87,68,1,34
151,132,1,94
151,132,1,150
87,68,1,12
87,68,1,12
103,84,1,69
87,68,1,12
103,84,1,12
87,68,1,12
87,68,1,34
103,84,1,106
103,84,1,77
119,100,1,228
119,100,1,368
87,68,1,34
103,84,1,12
103,84,1,26
87,68,1,12
87,68,1,12
103,84,1,115
55,54,1,10348
151,132,1,109
87,68,1,12
151,132,1,90
87,68,1,12
135,116,1,12
135,116,1,12
103,84,1,69
135,116,1,12
135,116,1,12
103,84,1,12
103,84,1,12
135,116,1,12
151,132,1,12
135,116,1,12
103,84,1,77
135,116,1,12
183,180,1,134
199,180,1,15
199,182,1,130
199,184,0,133
199,186,0,90
183,164,1,78
151,132,1,94
119,100,1,228
151,132,1,90
183,180,1,134
199,180,1,68
199,182,1,132
199,184,0,140
199,186,0,90
183,172,0,460
183,174,0,336
183,176,0,324
183,178,0,278
183,172,0,262
183,174,0,186
183,176,0,177
183,178,0,144
183,164,1,66
103,84,1,12
103,84,1,34
103,84,1,18
87,68,1,12
103,84,1,12
103,84,1,12
103,84,1,34
87,68,1,12
103,84,1,12
183,172,0,262
183,174,0,186
183,176,0,177
183,178,0,144
183,164,1,66
183,172,0,282
183,174,0,186
183,176,0,180
183,178,0,154
183,164,1,88
183,166,1,570
183,168,0,564
183,170,0,552
151,132,1,24
183,166,1,312
183,168,0,308
183,170,0,320
103,84,1,34
151,132,1,24
151,132,1,415
87,68,1,66
55,34,1,44
39,34,1,42
55,34,1,125
39,34,1,42
55,34,1,44
55,34,1,125
55,34,1,6492
103,84,1,12
103,84,1,34
151,132,1,16
103,84,1,12
103,84,1,564
183,166,1,312
183,168,0,308
183,170,0,320
151,132,1,415
151,132,1,16
183,164,1,158
183,166,1,312
183,168,0,308
183,170,0,320
167,148,1,428
167,160,0,882
167,162,0,846
167,164,1,674
119,100,1,18
135,116,1,71
135,116,1,625
103,84,1,13
135,116,1,441
167,160,0,520
167,162,0,502
167,164,1,377
119,100,1,18
103,84,1,18
119,100,1,18
119,100,1,18
135,116,1,71
103,84,1,18
135,116,1,625
135,116,1,302
39,36,1,67
103,84,1,26
39,36,1,36
39,36,1,36
39,36,1,36
39,36,1,36
39,36,1,36
103,84,1,13
39,36,1,36
39,36,1,67
39,36,1,67
39,36,1,36
39,36,1,67
103,84,1,12
135,116,1,441
87,68,1,144
135,116,1,349
103,84,1,12
103,84,1,26
151,132,1,56
167,160,0,520
167,162,0,502
167,164,1,377
135,116,1,302
135,116,1,349
167,160,0,520
167,162,0,510
167,164,1,418
167,156,0,1076
167,158,0,884
167,156,0,618
167,158,0,476
151,132,1,66
103,84,1,1686
103,84,1,709
39,36,1,58
119,100,1,877
39,36,1,58
87,68,1,12
103,84,1,709
119,100,1,34
167,156,0,618
167,158,0,476
151,132,1,66
119,100,1,877
167,156,0,634
167,158,0,486
167,152,0,1314
167,154,0,1180
167,152,0,773
167,154,0,684
167,148,1,476
87,68,1,34
39,36,1,52
39,36,1,812
87,68,1,34
39,36,1,52
119,100,1,12
167,152,0,773
167,154,0,684
167,148,1,476
119,100,1,12
167,152,0,778
167,154,0,700
167,148,1,134
151,132,1,638
167,148,1,834
151,148,0,1542
167,148,1,6
167,150,1,1526
167,148,1,6
151,132,1,1100
151,148,0,864
167,148,1,6
167,150,1,931
55,34,1,18
39,36,1,776
39,36,1,294
39,36,1,60
39,36,1,108
39,36,1,60
39,36,1,108
39,36,1,60
39,36,1,294
55,34,1,18
39,36,1,1374
39,36,1,776
39,36,1,250
39,36,1,50
39,36,1,748
39,36,1,50
39,36,1,1376
39,36,1,250
151,148,0,864
167,148,1,6
167,150,1,931
151,148,0,876
167,148,1,12
167,150,1,970
151,144,0,1900
151,146,0,1692
151,144,0,1119
151,146,0,984
39,36,1,196
55,34,1,18
55,34,1,18
55,34,1,18
55,34,1,18
39,36,1,196
39,36,1,673
39,36,1,4
39,36,1,4
39,36,1,673
151,144,0,1119
151,146,0,984
151,144,0,1172
151,146,0,1006
151,140,0,2394
151,142,0,2030
151,140,0,1491
151,142,0,1184
39,36,1,52
55,34,1,48
39,36,1,49
55,34,1,91
55,34,1,18
55,34,1,91
55,34,1,26
39,36,1,52
39,36,1,46
55,34,1,12
55,34,1,48
39,36,1,49
39,36,1,38
55,34,1,26
39,36,1,50
55,34,1,12
39,36,1,38
151,140,0,1491
151,142,0,1184
151,140,0,1516
151,142,0,1202
151,132,1,94
151,138,0,2546
151,138,0,1529
135,116,1,1358
135,116,1,767
151,138,0,1529
135,116,1,767
151,138,0,1592
151,136,0,2762
151,136,0,1654
55,34,1,215
55,34,1,18
55,34,1,18
55,34,1,107
55,34,1,12
55,34,1,215
55,34,1,107
55,34,1,12
151,136,0,1654
135,116,1,1158
151,132,1,156
151,136,0,1700
135,132,1,3278
151,132,1,58
151,134,1,2898
135,132,1,1989
151,132,1,251
151,134,1,1715
55,52,1,130
55,34,1,18
55,34,1,18
135,132,1,1989
151,132,1,251
151,134,1,1715
135,132,1,2031
151,132,1,22
151,134,1,1798
55,34,1,83
55,34,1,18
55,34,1,18
55,34,1,83
55,34,1,83
55,34,1,18
55,34,1,83
135,130,0,3638
135,130,0,2227
135,116,1,128
55,34,1,12
55,34,1,18
55,34,1,225
55,34,1,12
55,34,1,18
55,34,1,225
135,130,0,2227
135,116,1,128
135,130,0,2298
135,116,1,198
135,116,1,266
135,116,1,6
135,128,0,3856
135,116,1,6
135,116,1,6
135,128,0,2302
55,34,1,654
55,34,1,192
55,34,1,96
55,34,1,42
55,34,1,654
55,34,1,174
55,34,1,18
55,34,1,26
55,34,1,432
55,34,1,192
55,34,1,45
55,34,1,96
55,34,1,432
55,34,1,173
55,34,1,26
55,34,1,18
135,116,1,6
135,128,0,2302
135,128,0,2358
135,116,1,26
55,34,1,42
55,34,1,12
55,34,1,12
55,34,1,42
55,34,1,42
55,34,1,12
55,34,1,12
55,34,1,42
135,116,1,26
119,100,1,58
119,100,1,2628
119,100,1,5996
55,34,1,42
55,34,1,100
55,34,1,12
55,34,1,1256
55,34,1,58
55,34,1,442
55,34,1,58
55,34,1,58
55,34,1,58
55,34,1,58
55,34,1,72
55,34,1,42
55,34,1,42
55,34,1,100
55,34,1,12
55,34,1,12
55,34,1,1256
55,34,1,394
55,34,1,442
55,34,1,58
55,34,1,58
55,34,1,58
55,34,1,58
103,84,1,26
55,34,1,58
55,34,1,72
55,34,1,42
55,34,1,12
55,34,1,394
119,100,1,2628
103,84,1,26
119,100,1,4046
119,100,1,58
135,116,1,26
87,68,1,13
87,68,1,13
87,68,1,26
39,36,1,38
39,36,1,38
87,68,1,13
39,36,1,38
39,36,1,39
39,36,1,38
39,36,1,39
87,68,1,13
39,36,1,39
39,36,1,39
103,84,1,16118
103,84,1,7096
55,34,1,48
55,34,1,42
55,34,1,45
55,34,1,18
55,34,1,12
55,34,1,266
55,34,1,107
55,34,1,45
55,34,1,26
55,34,1,48
55,34,1,150
55,34,1,42
55,34,1,42
55,34,1,18
55,34,1,64
55,34,1,448
55,34,1,12
55,34,1,107
55,34,1,212
55,34,1,448
55,34,1,26
55,34,1,64
55,34,1,150
55,34,1,42
87,86,1,18
71,52,1,12
119,118,1,22
87,86,1,18
87,86,1,32
87,68,1,150
71,52,1,12
71,52,1,18
71,52,1,18
55,34,1,26
87,68,1,45
55,34,1,26
87,68,1,58
87,68,1,58
87,86,1,40
87,68,1,150
87,68,1,58
119,118,1,22
87,86,1,32
87,68,1,42824
71,52,1,18
71,52,1,18
87,68,1,45
87,86,1,40
119,118,1,54
119,118,1,6
119,118,1,6
87,86,1,12
87,86,1,12
87,68,1,80
87,68,1,59
119,118,1,6
87,86,1,48
103,102,1,141
103,102,1,180
87,68,1,210
87,86,1,12
87,86,1,12
87,68,1,12
87,68,1,80
87,68,1,26
87,68,1,59
87,68,1,53
87,86,1,12
87,68,1,34
87,68,1,12
87,68,1,34
87,86,1,40
119,118,1,6
103,102,1,147
87,68,1,26
87,68,1,53
87,86,1,12
103,102,1,176
119,118,1,46
87,86,1,10
87,86,1,11
87,86,1,10
87,86,1,10
87,86,1,11
87,86,1,11
87,86,1,10
87,86,1,11
71,52,1,32
71,52,1,32
39,34,1,3
39,34,1,12
71,70,1,39
39,34,1,12
71,70,1,52
39,34,1,3
39,34,1,81144
71,70,1,52
71,52,1,76386
71,70,1,39
23,8,1,57243
23,20,1,129
23,20,1,52
23,20,1,52
23,10,0,47134
23,20,1,92
23,20,1,18
23,20,1,18
23,20,1,131
23,20,1,52
23,20,1,52
23,20,1,92
55,54,1,134
55,54,1,134
135,118,1,17156
55,54,1,252
55,54,1,319
55,54,1,353
55,54,1,319
39,18,1,18
23,20,1,12
39,18,1,18
39,32,1,24
39,32,1,18
39,18,1,18
39,18,1,26
23,20,1,12
23,20,1,12
23,20,1,96
55,54,1,252
55,54,1,237
39,18,1,18
39,18,1,51
23,12,0,48296
23,20,1,96
23,20,1,96
39,32,1,18
23,20,1,47084
23,20,1,12
39,32,1,24
39,18,1,26
23,20,1,96
39,18,1,51
39,32,1,18
39,32,1,24
39,32,1,18
39,32,1,44
39,32,1,18
55,54,1,353
55,54,1,311
55,54,1,311
55,54,1,237
55,54,1,565
55,54,1,389
103,102,1,660
103,102,1,336
71,52,1,12
71,52,1,12
71,70,1,2068
23,20,1,44
23,20,1,12
23,20,1,48
55,54,1,565
23,20,1,24
23,20,1,18
55,54,1,712
23,20,1,24
23,20,1,18
23,20,1,24
23,20,1,18
23,20,1,44
23,20,1,211
23,20,1,12
23,20,1,12
23,20,1,48
23,20,1,48
39,18,1,18
23,14,0,52107
23,20,1,52
23,20,1,24
23,20,1,24
23,20,1,18
23,16,0,60073
39,18,1,18
23,20,1,24
23,20,1,18
55,54,1,391
23,20,1,215
23,20,1,12
23,20,1,52
23,20,1,18
39,32,1,92
55,54,1,377
23,20,1,48
39,32,1,24
39,32,1,18
39,32,1,62
39,32,1,24
39,32,1,62
39,32,1,18
39,32,1,92
103,102,1,336
55,54,1,719
55,54,1,377
71,70,1,1918
103,102,1,670
119,118,1,156
87,68,1,18
119,118,1,81
71,52,1,74
71,70,1,1427
87,68,1,26
39,32,1,4
55,30,1,12
39,32,1,16
39,32,1,18
23,20,1,5
23,20,1,68
39,18,1,77
23,20,1,0
23,20,1,58
39,18,1,34
39,18,1,42
23,20,1,4
23,20,1,68
23,20,1,0
23,20,1,58
39,18,1,77
39,18,1,77
23,20,1,0
23,20,1,59
39,18,1,362
23,20,1,5
23,20,1,68
39,18,1,42
23,20,1,0
23,20,1,4
39,18,1,72
39,32,1,320
23,20,1,59
23,18,1,64568
39,18,1,77
23,20,1,68
39,32,1,17
39,32,1,18
39,32,1,60
39,32,1,4
55,30,1,12
39,32,1,18
39,32,1,60
39,32,1,18
39,32,1,92993
87,68,1,18
39,32,1,37
39,32,1,17
39,32,1,18
87,68,1,37
39,32,1,320
119,118,1,81
71,70,1,1427
87,68,1,26
87,68,1,37
119,118,1,158
87,68,1,40
87,68,1,26
87,68,1,128
71,52,1,1480
71,52,1,224
87,68,1,80
87,68,1,26
87,68,1,40
39,32,1,18
39,30,1,8
39,20,1,58910
39,32,1,21
39,32,1,18
71,52,1,1480
87,68,1,26
87,68,1,26
71,52,1,222
87,68,1,80
87,68,1,128
87,68,1,26
71,52,1,3804
87,68,1,26
135,118,1,118
135,118,1,63
119,102,1,32522
119,102,1,305
135,118,1,63
119,102,1,305
87,70,1,79950
103,86,1,52184
119,102,1,624
135,118,1,118
39,32,1,24
39,32,1,24
71,54,1,122742
39,32,1,32
39,32,1,26
55,30,1,12
39,32,1,26
55,30,1,12
39,32,1,34
39,32,1,27
55,30,1,12
39,32,1,24
39,32,1,27
39,32,1,24
55,30,1,12
71,56,0,128118
103,88,0,52416
87,72,1,42
39,32,1,34
55,30,1,26
55,30,1,34
55,30,1,34
55,30,1,18
55,30,1,12
55,30,1,12
39,32,1,34
55,30,1,26
55,30,1,34
55,30,1,12
55,30,1,34
39,32,1,2
39,32,1,2
55,30,1,12
87,72,1,42
55,30,1,12
55,30,1,12
55,30,1,10001
87,72,0,81874
103,104,1,446
103,104,1,267
87,88,1,1104
39,32,1,39
55,30,1,18
39,32,1,38
87,88,1,814
39,32,1,47
39,32,1,52
39,32,1,44
39,32,1,54
71,72,1,1578
39,32,1,54
71,72,1,1098
39,32,1,47
39,18,1,34
39,32,1,52
39,32,1,39
55,30,1,18
39,32,1,41
39,32,1,47
103,104,1,267
87,88,1,816
71,72,1,1098
55,54,0,18509
55,56,1,11754
71,72,1,1646
103,104,1,452
119,120,1,116
119,118,0,164
119,120,1,57
119,118,0,86
103,102,0,838
103,102,0,413
87,86,0,3216
87,86,0,2244
39,18,1,280
71,70,0,2982
71,70,0,2075
39,18,1,172
39,18,1,26
39,18,1,280
39,18,1,26
87,88,1,1084
119,120,1,57
119,118,0,86
103,102,0,413
87,86,0,2243
71,70,0,2077
55,52,1,142375
71,70,0,2956
87,86,0,3284
103,102,0,804
119,120,1,100
119,118,0,178
135,128,1,264
119,100,1,12
135,128,1,132
119,100,1,12
55,32,1,18
55,32,1,12
103,84,1,9
55,32,1,12
55,32,1,18
55,32,1,18
23,20,1,29
23,20,1,33
39,18,1,144
55,32,1,12
55,32,1,18
23,20,1,29
23,20,1,29
23,20,1,34
39,18,1,144
23,20,1,34
39,18,1,12
55,32,1,12
55,32,1,12
23,20,1,32
39,18,1,7590
23,20,1,34
55,32,1,12
103,84,1,17
55,32,1,42645
119,100,1,26
135,128,1,132
103,84,1,9
71,50,1,4336
103,84,1,17
119,100,1,26
135,128,1,264
135,126,1,4822
119,100,1,80
103,84,1,176
135,126,1,2917
103,84,1,72
119,100,1,71
103,84,1,161
103,84,1,176
103,84,1,99
39,18,1,12
87,68,1,1248
87,68,1,779
39,18,1,58
39,18,1,64
39,18,1,12
39,18,1,58
39,18,1,26
39,18,1,12
39,18,1,26
39,18,1,64
39,18,1,12
39,18,1,26
39,18,1,26
103,84,1,161
135,126,1,2917
119,100,1,71
103,84,1,99
87,68,1,779
103,84,1,398
135,126,1,3216
119,100,1,66
119,118,1,38
103,84,1,12
119,118,1,19
103,84,1,12
39,18,1,179
39,18,1,12
39,18,1,99
39,18,1,12
39,18,1,139
39,18,1,42
39,18,1,42
23,20,1,16
39,18,1,179
39,18,1,80
39,18,1,12
23,20,1,3
39,18,1,99
39,18,1,48
39,18,1,12
39,18,1,139
39,18,1,97
39,18,1,26
39,18,1,26
39,18,1,80
23,20,1,3
39,18,1,48
39,18,1,97
103,84,1,26
119,118,1,19
135,124,1,15494
87,68,1,1108
103,84,1,26
119,118,1,9
119,118,1,9
71,70,1,56
71,52,1,88
71,70,1,50
55,34,1,34
71,70,1,56
71,52,1,52
55,34,1,12
71,70,1,46
23,20,1,70
39,18,1,34
39,18,1,12
39,18,1,12
39,18,1,66
39,18,1,34
39,18,1,18
23,20,1,50
23,20,1,50
39,18,1,18
39,18,1,66
39,18,1,18
39,18,1,12
23,20,1,70
39,18,1,34
23,20,1,70
39,18,1,12
39,18,1,34
39,18,1,34
55,34,1,34
71,52,1,88
55,34,1,12
39,18,1,18
39,18,1,34
23,20,1,70
71,70,1,54
71,70,1,42
71,70,1,50
71,70,1,42
87,86,1,47
87,86,1,47
71,70,1,188
55,34,1,34
39,36,1,52
39,36,1,47
87,86,1,47
55,34,1,26
23,20,1,54
55,34,1,12
55,34,1,34
39,36,1,52
39,36,1,52
23,20,1,54
23,20,1,46
39,36,1,47
39,36,1,47
55,34,1,26
55,34,1,48
23,20,1,50
55,34,1,12
55,34,1,12
55,34,1,48
39,36,1,47
55,34,1,26
87,86,1,50
39,36,1,52
71,70,1,96
135,122,0,16404
87,86,1,47
87,86,1,50
71,70,1,46
71,70,1,37
71,70,1,46
71,70,1,162
23,20,1,54
39,18,1,78
39,18,1,12
39,18,1,12
23,20,1,93
23,20,1,51
39,18,1,12
23,20,1,94
39,18,1,12
23,20,1,51
23,20,1,234
23,20,1,54
23,20,1,46
39,18,1,12
39,18,1,78
39,18,1,26
39,18,1,12
